mmitzrach,mitzbsisi,mishkal,retention,ahuz,mida,kamut,is_visible
9216,4497,20,,,,,1
9216,4949,500,,,,,1
9217,1551,12,,,300,1,1
9217,3143,45,270,,300,3,1
9217,3716,100,,,700,1,1
9217,3762,500,3776,,700,1,1
9217,3782,105,3776,,1201,5,1
9217,3820,117,3456,,103,1,1
9217,4446,20,,,300,2,1
9217,4497,5,,,400,1,1
9217,4500,15,,,300,1,1
9217,4949,1920,,,200,8,1
9218,1551,12,,,,,1
9218,3143,45,270,,,,1
9218,3716,100,,,,,1
9218,3762,500,3776,,,,1
9218,3782,105,3776,,,,1
9218,3820,117,3456,,,,1
9218,4449,20,,,300,2,1
9218,4497,5,,,,,1
9218,4500,15,,,,,1
9218,4949,1920,,,,,1
9219,1551,12,,,,,1
9219,3143,45,270,,,,1
9219,3663,160,3776,,103,1,1
9219,3716,100,,,,,1
9219,3820,117,3456,,,,1
9219,4449,20,,,,,1
9219,4497,5,,,,,1
9219,4500,15,,,,,1
9219,4949,1920,,,,,1
9219,9437,500,3456,,700,500,1
9220,1551,12,,,,,1
9220,3143,45,270,,,,1
9220,3663,160,3776,,,,1
9220,3716,100,,,,,1
9220,3820,117,3456,,,,1
9220,4446,20,,,300,2,1
9220,4497,5,,,,,1
9220,4500,15,,,,,1
9220,4949,1920,,,,,1
9220,9437,500,3309,,700,500,1
9221,1551,12,,,,,1
9221,3143,45,270,,,,1
9221,3778,300,3776,,207,2.5,1
9221,3798,15,3456,,1205,5,1
9221,3819,210,3006,,100,6,1
9221,3850,580,3776,,103,4,1
9221,4449,20,,,,,1
9221,4497,5,,,,,1
9221,4949,1920,,,,,1
9221,8219,500,,,700,1,1
9222,1551,12,,,,,1
9222,3143,45,270,,,,1
9222,3778,300,3776,,,,1
9222,3798,15,3456,,,,1
9222,3819,210,3006,,,,1
9222,3850,580,3776,,,,1
9222,4446,436,,,200,2,1
9222,4497,5,,,,,1
9222,4949,1920,,,,,1
9222,8219,500,,,,,1
9223,1578,38,101,,,,1
9223,1854,100,2201,,,,1
9223,1910,360,301,,,,1
9223,3177,350,251,,,,1
9223,4388,200,,,700,1,1
9223,4500,90,,,,,1
9224,1578,38,101,,,,1
9224,1910,360,301,,,,1
9224,4388,200,,,700,1,1
9224,4500,100,,,,,1
9224,4554,350,,,,,1
9225,1561,114,101,,,,1
9225,1910,500,301,,,,1
9225,1912,14,,,,,1
9225,3148,50,270,,,,1
9225,4388,200,,,700,1,1
9225,4500,100,,,,,1
9225,4772,300,,,,,1
9225,4949,100,,,,,1
9226,9150,140,,,700,1,1
9226,9269,500,,,700,1,1
9227,2737,500,358,,,,1
9227,4446,40,,,700,1,1
9227,4497,6,,,,,1
9227,4949,750,,,,,1
9228,2721,992.1240844726563,,,,,1
9228,3820,117,3460,,,,1
9228,4446,60,,,700,1,1
9228,4497,2,,,,,1
9228,8823,75,384,,700,1,1
9229,1566,57,105,,,,1
9229,2721,750,434,,,,1
9229,3626,50,3460,,,,1
9229,3819,10,3460,,,,1
9229,4024,50,,,,,1
9229,4446,40,,,700,1,1
9229,4497,4,,,,,1
9230,2721,750,434,,,,1
9230,3199,70,,,,,1
9230,4446,20,,,700,1,1
9230,4497,4,,,,,1
9231,1847,25,2203,,,,1
9231,2721,250,,,,,1
9231,4446,14.89999961853027,,,700,1,1
9231,4497,1,,,,,1
9232,1605,200,,,,,1
9232,2730,250,432,,,,1
9232,3785,12,3006,,,,1
9232,3798,6,3456,,,,1
9232,3820,117,3456,,,,1
9232,4446,40,,,700,1,1
9232,4497,1.5,,,400,0.300000011920929,1
9232,4949,375,,,,,1
9233,1915,384,301,,,,1
9233,4072,8,,,,,1
9233,4443,10,,,700,1,1
9233,4497,2,,,,,1
9233,4500,15,,,,,1
9233,4949,300,,,,,1
9234,15,120,,,200,0.5,1
9234,1561,57,101,,,,1
9234,1578,19,101,,,,1
9234,1900,100,,,,,1
9234,1910,375,301,,,,1
9234,1912,4,,,,,1
9234,2243,20,,,102,4,1
9234,3143,4,270,,,,1
9234,4388,250,,,700,1,1
9234,4500,100,,,,,1
9234,4501,150,,,,,1
9234,8793,20,,,,,1
9235,1561,57,101,,,,1
9235,1578,19,101,,,,1
9235,1854,70,2201,,700,1,1
9235,1910,375,301,,,,1
9235,1912,4,,,,,1
9235,3177,200,,,700,1,1
9235,4397,250,,,,,1
9235,4501,150,,,,,1
9235,8793,10,,,,,1
9236,1561,57,101,,,,1
9236,1578,19,101,,,,1
9236,1854,70,2201,,700,1,1
9236,1910,375,301,,,,1
9236,1912,4,,,,,1
9236,3177,200,,,700,1,1
9236,4388,250,,,,,1
9236,4501,150,,,,,1
9236,8793,10,,,,,1
9237,1561,57,101,,,,1
9237,1578,19,101,,,,1
9237,1910,375,301,,,,1
9237,1912,4,,,,,1
9237,4397,250,,,,,1
9237,4501,150,,,,,1
9237,4567,200,,,700,1,1
9237,8793,10,,,,,1
9238,1561,57,101,,,,1
9238,1578,19,101,,,,1
9238,1910,375,301,,,,1
9238,1912,4,,,,,1
9238,4388,250,,,700,1,1
9238,4501,150,,,,,1
9238,4567,200,,,,,1
9238,8793,10,,,,,1
9239,753,500,2004,,700,1,1
9239,1847,102,2204,,,,1
9239,1910,170,305,,,,1
9239,4232,234,,,,,1
9239,4497,12.5,,,,,1
9239,4949,280,,,,,1
9239,8812,500,358,,700,1,1
9240,731,500,1052,,700,1,1
9240,1847,102,2204,,,,1
9240,1910,170,305,,,,1
9240,4232,234,,,,,1
9240,4497,12.5,,,,,1
9240,4949,280,,,,,1
9240,8812,500,358,,700,1,1
9241,4949,300,,,700,1,1
9241,8199,40,351,,200,0.5,1
9242,2965,267,3379,,,,1
9242,4446,32,,,700,1,1
9243,4446,20,,,700,1,1
9243,4949,300,,,,,1
9243,9045,120,305,,700,1,1
9244,15,250,2151,,,,1
9244,1561,114,105,,,,1
9244,1910,120,302,,,,1
9244,1912,5,,,,,1
9244,4446,20,,,700,1,1
9244,4500,30,,,,,1
9245,1549,4,,,,,1
9245,1561,114,105,,,,1
9245,2537,105,,,,,1
9245,4446,40,,,700,1,1
9245,4497,1,,,,,1
9245,4949,200,,,,,1
9246,443,230,1,,700,1,1
9246,1578,76,101,,,,1
9246,1881,16,,,,,1
9246,1910,12,,,,,1
9246,3032,500,301,,,,1
9246,4446,3,,,700,1,1
9247,447,200,1,,,,1
9247,1578,38,101,,,,1
9247,1881,30,,,,,1
9247,1910,250,301,,,,1
9247,4388,200,,,700,1,1
9247,4449,3,,,,,1
9247,4497,4,,,,,1
9247,4500,5,,,,,1
9247,4949,100,,,,,1
9248,1561,57,101,,,,1
9248,1910,250,301,,,,1
9248,3459,100,3379,,,,1
9248,4009,30,,,,,1
9248,4388,200,,,901,1,1
9248,4449,20,,,,,1
9248,4949,100,,,,,1
9249,269,250,2152,,,,1
9249,1561,114,101,,,,1
9249,1910,315,301,,,,1
9249,3820,500,3451,,,,1
9249,4388,150,,,700,1,1
9249,4449,20,,,,,1
9249,4497,6,,,,,1
9249,4949,30,,,,,1
9250,269,250,2152,,,,1
9250,471,115,1,,,,1
9250,1561,114,101,,,,1
9250,1910,315,301,,,,1
9250,3820,500,3460,,,,1
9250,4388,150,,,700,1,1
9250,4449,20,,,,,1
9250,4497,7,,,,,1
9250,4949,30,,,,,1
9257,881,750,856,,700,1,1
9257,1653,250,,,,,1
9257,3778,80,3006,,,,1
9257,3820,648,3456,,,,1
9257,3850,290,3776,,,,1
9257,3933,200,,,,,1
9257,4443,54.5,,,,,1
9257,4497,9,,,400,1.5,1
9257,4949,1500,,,,,1
9257,8779,8,,,,,1
9257,9227,250,302,,700,1,1
9258,1708,30,,,,,1
9258,3449,500,3302,,,,1
9258,4446,30,,,700,1,1
9258,4497,3,,,,,1
9259,3456,500,,,,,1
9259,4446,21,,5,700,1,1
9260,3456,500,,,,,1
9260,4443,21,,5,700,1,1
9261,3449,500,3309,,,,1
9261,3812,146,3776,,,,1
9261,4232,39,,,700,1,1
9261,4446,30,,,700,1,1
9261,4497,3,,,,,1
9262,1561,57,101,,,,1
9262,3590,350,3006,,,,1
9262,3798,6,3460,,,,1
9262,3820,117,3460,,,,1
9262,4446,30,,,700,1,1
9262,4497,3,,,,,1
9263,1551,20,,,,,1
9263,1561,57,101,,,,1
9263,1910,48,301,,,,1
9263,1986,50,,,,,1
9263,3595,400,3018,,,,1
9263,4446,50,,,700,1,1
9263,4497,3,,,,,1
9264,3626,500,3451,,,,1
9264,4443,30,,,700,1,1
9264,4497,2,,,,,1
9265,1549,10,,,700,1,1
9265,3626,900,3455,,,,1
9265,4446,50,,,700,1,1
9265,4497,6,,,,,1
9265,4500,30,,,,,1
9265,4949,100,,,,,1
9267,1561,114,101,,,,1
9267,3459,400,,,,,1
9267,3820,75,3451,,,,1
9267,4024,200,3788,,,,1
9267,4446,40,,,700,1,1
9267,4497,4,,,,,1
9268,1910,500,,,,,1
9268,3143,2.799999952316284,,,,,1
9268,4387,200,,,700,1,1
9268,4388,200,,,700,1,1
9268,4497,7.5,,,,,1
9268,4949,240,,,,,1
9269,4446,10,,,300,1,1
9269,8552,1130,,,700,1130,1
9270,15,72,,,700,1,1
9270,245,35,,,,,1
9270,1833,15,,,700,1,1
9270,2243,250,,,,,1
9270,4388,50,,,700,1,1
9270,4500,100,,,,,1
9270,4773,30,,,,,1
9270,4774,30,,,,,1
9270,8793,15,,,,,1
9271,1910,270,301,,,,1
9271,3143,15,270,,,,1
9271,3201,1000,151,,,,1
9271,4388,200,,,700,1,1
9271,4500,100,,,,,1
9271,4949,50,,,,,1
9272,1561,57,105,,,,1
9272,1578,19,105,,100,1,1
9272,1910,240,302,,,,1
9272,4497,3,,,,,1
9272,4949,100,,,700,1,1
9273,3032,70,301,,700,70,1
9274,415,50,1,,901,0.5,1
9274,426,50,1,,700,1,1
9274,510,100,1,,700,1,1
9274,3055,850,,,700,1,1
9274,4497,5,,,400,1,1
9274,8785,3,,,,,1
9274,8788,5,,,,,1
9275,285,100,2151,,600,0.5,1
9275,3055,850,,,,,1
9275,3798,6,3460,,1205,2,1
9275,3991,500,,,700,50,1
9275,4239,234,,,700,1,1
9275,4497,3.75,,,400,0.75,1
9275,8253,75,5004,,700,1,1
9275,8788,5,,,,,1
9276,3716,100,,,,,1
9276,3798,6,3456,,,,1
9276,3820,64,3456,,,,1
9276,4451,10,,,300,1,1
9276,4497,2.5,,,,,1
9276,4500,5,,,,,1
9276,4949,200,,,,,1
9277,3716,100,,,,,1
9277,3798,6,3456,,,,1
9277,3820,64,3456,,,,1
9277,4440,10,,,300,1,1
9277,4497,2.5,,,,,1
9277,4500,5,,,,,1
9277,4949,200,,,,,1
9278,3716,100,,,,,1
9278,3798,6,3456,,,,1
9278,3820,64,3456,,,,1
9278,4388,10,,,700,1,1
9278,4497,2.5,,,,,1
9278,4500,5,,,,,1
9278,4949,200,,,,,1
9279,1910,12,305,,,,1
9279,3820,117,3460,,,,1
9279,3988,230,3788,,,,1
9279,4446,20,,,300,2,1
9279,4497,2,,,,,1
9279,4949,200,,,,,1
9280,268,200,2151,,,,1
9280,1910,20,302,,,,1
9280,3820,64,3460,,,,1
9280,3986,200,,,,,1
9280,4446,20,,,300,2,1
9280,4497,1,,,,,1
9280,9581,8,,,,1,1
9281,1847,68,3460,,,,1
9281,3798,9,,,,,1
9281,3829,260,,,,,1
9281,4443,110,,,,,1
9281,4497,2.5,,,,,1
9282,1910,1000,301,,,,1
9282,4073,50,,,,,1
9282,4446,65.40000152587891,,,,,1
9282,4497,14,,,,,1
9282,4500,30,,,,,1
9282,4949,650,,,,,1
9283,2928,819,,,700,1,1
9283,4446,7,,,700,1,1
9285,454,500,1,,700,1,1
9285,494,250,1,,600,1,1
9285,533,1000,1,,700,1,1
9285,1561,114,105,,103,2,1
9285,1910,1000,301,,,,1
9285,1912,10,,,903,1,1
9285,3414,30,,,300,2,1
9285,4072,10,,,700,1,1
9285,4446,300,,,700,1,1
9285,4497,14,,,300,1,1
9285,4500,30,,,300,2,1
9285,4947,30,5004,,700,1,1
9285,4949,600,,,200,2.5,1
9285,8606,300,1,,700,1,1
9286,1910,500,301,,,,1
9286,4072,15,,,,,1
9286,4446,30,,,,,1
9286,4497,7,,,300,0.5,1
9286,4500,7.5,,,300,0.5,1
9286,4949,240,,,,,1
9287,1476,225,749,,,,1
9287,4232,160,,,,,1
9287,4497,12,,,,,1
9287,8504,225,749,,700,1,1
9288,4446,179,,14,,1,1
9288,9286,800,,,700,1,1
9288,9287,622,,,700,1,1
9289,436,250,1,,,,1
9289,532,250,1,,,,1
9289,1561,57,101,,103,1,1
9289,1910,12,301,,300,1,1
9290,532,250,1,,,,1
9290,1561,114,103,,,,1
9290,1910,36,305,,300,3,1
9290,1912,2,,,,,1
9290,4446,50,,14,700,1,1
9290,4500,45,,,,,1
9290,8793,5,,,,,1
9291,1561,114,105,,,,1
9291,1910,93.75,305,,,,1
9291,1912,2,,,,,1
9291,3849,700,3780,,,,1
9291,4232,130,,,700,1,1
9291,4446,95,,14,,1,1
9291,4497,5,,,,,1
9292,1561,171,103,,,,1
9292,2537,110,305,,,,1
9292,4232,130,,,700,1,1
9292,4446,56,,14,,1,1
9292,4497,5,,,,,1
9292,4949,200,,,,,1
9293,1561,114,103,,,,1
9293,1910,120,301,,,,1
9293,1912,8,,,,,1
9293,3962,400,3789,,,,1
9293,4446,58,,14,,1,1
9293,4497,5,,,,,1
9294,1561,57,103,,,,1
9294,1910,27,301,,,,1
9294,3449,675,3315,,,,1
9294,3819,70,3015,,,,1
9294,3823,10,3015,,700,1,1
9294,4449,88,,14,,1,1
9294,4497,5,,,,,1
9295,1561,57,103,,,,1
9295,1910,27,301,,,,1
9295,3449,675,3315,,,,1
9295,3819,70,3015,,,,1
9295,3823,10,,,700,1,1
9295,4446,88,,14,,1,1
9295,4497,5,,,,,1
9296,1561,57,103,,,,1
9296,1910,30,305,,,,1
9296,3449,675,3315,,,,1
9296,4446,80,,14,,1,1
9296,4497,5,,,,,1
9297,3034,18,305,,700,1,1
9297,4446,5,,,300,1,1
9298,1057,36,,,100,2,1
9298,9297,23,305,,,,1
9299,4135,45,,,300,1.5,1
9299,9297,23,,,100,1,1
9300,1549,8,,,,,1
9300,3626,124,3456,,,,1
9300,3663,800,3751,,,,1
9300,3716,50,,,,,1
9300,3798,9,3460,,,,1
9300,3820,117,3456,,,,1
9300,3956,40,,,,,1
9300,4446,40,,,300,4,1
9300,4497,7.5,,,,,1
9300,4500,6,,,,,1
9300,4949,240,,,,,1
9300,8504,500,754,,700,1,1
9301,1476,250,754,,,1,1
9301,1549,8,,,,,1
9301,3626,124,3456,,,,1
9301,3663,800,3751,,,,1
9301,3716,50,,,,,1
9301,3798,9,3460,,,,1
9301,3820,117,3456,,,,1
9301,3956,40,,,,,1
9301,4449,40,,,300,4,1
9301,4497,7.5,,,,,1
9301,4500,6,,,,,1
9301,4949,240,,,,,1
9301,8504,500,754,,700,1,1
9302,1549,30,,,,,1
9302,2665,250,,,,,1
9302,3449,300,3309,,,,1
9302,3564,75,,,,,1
9302,3626,150,3456,,,,1
9302,3798,6,3456,,,,1
9302,3820,234,3456,,,,1
9302,4446,60,,,300,6,1
9302,4497,15,,,,,1
9302,4949,3000,,,,,1
9302,9532,75,3456,,700,1,1
9303,1561,114,101,,,,1
9303,1910,250,306,,,,1
9303,1912,6,,,,,1
9303,3202,366,152,,,,1
9303,4446,78,,8,,1,1
9303,4918,360,5003,,,,1
9304,1561,114,101,,,,1
9304,1910,250,306,,,,1
9304,1912,6,,,,,1
9304,3284,348,152,,103,4,1
9304,4446,77,,8,,,1
9304,4918,360,5003,,,,1
9305,1561,114,101,,,,1
9305,1910,250,306,,,,1
9305,1912,6,,,,,1
9305,3284,348,152,,,,1
9305,4449,77,,8,,1,1
9305,4918,360,5003,,,,1
9306,1561,114,101,,,,1
9306,1910,250,306,,,,1
9306,1912,6,,,,,1
9306,3225,432,153,,103,6,1
9306,4449,65,,8,,,1
9306,4918,360,5003,,,,1
9307,1561,114,101,,,,1
9307,1910,250,306,,,,1
9307,1912,6,,,,,1
9307,3225,432,153,,,,1
9307,4446,65,,8,,1,1
9307,4918,360,5003,,,,1
9308,1561,114,101,,,,1
9308,1910,250,306,,,,1
9308,1912,6,,,,,1
9308,3300,396,153,,1204,12,1
9308,4446,81,,8,,,1
9308,4918,360,5003,,,,1
9309,1561,114,101,,,,1
9309,1910,250,306,,,,1
9309,1912,6,,,,,1
9309,3300,396,153,,,,1
9309,4449,81,,8,,1,1
9309,4918,360,5003,,,,1
9310,1551,10,,,,,1
9310,3459,1000,,,,,1
9310,3716,20,,,,,1
9310,4446,50,,,300,5,1
9310,4949,500,,,,,1
9311,2721,165,,,,,1
9311,3143,35,270,,,,1
9311,3567,220,,,,,1
9311,4446,20,,,300,2,1
9311,4497,3,,,,,1
9311,4949,50,,,,,1
9311,8504,200,752,,700,1,1
9312,2721,365,,,,,1
9312,3143,35,270,,,,1
9312,3567,220,,,,,1
9312,4449,20,,,,,1
9312,4497,3,,,,,1
9312,4949,50,,,,,1
9313,2721,365,,,,,1
9313,3143,35,270,,,,1
9313,3567,220,,,,,1
9313,4446,20,,,,,1
9313,4497,3,,,,,1
9313,4949,50,,,,,1
9314,1910,15,302,,,,1
9314,3716,20,,,,,1
9314,3820,50,3456,,,,1
9314,4446,25,,,300,2.5,1
9314,4497,3,,,,,1
9314,4949,100,,,,,1
9314,9437,500,3456,,700,1,1
9315,2721,320,,,,,1
9315,3663,960,3751,,,,1
9315,3716,50,,,,,1
9315,3823,20,3001,,,,1
9315,4446,20,,,300,2,1
9315,4497,5,,,,,1
9315,4949,100,,,,,1
9316,1476,250,754,,,,1
9316,2721,120,,,,,1
9316,3663,960,3751,,,,1
9316,3716,75,,,,,1
9316,4446,20,,,300,2,1
9316,4497,8,,,,,1
9316,4949,100,,,,,1
9317,3663,600,3751,,,,1
9317,3835,150,3776,,,,1
9317,4446,20,,,300,2,1
9317,4497,4,,,,,1
9318,3663,600,3752,,,,1
9318,3798,15,3456,,,,1
9318,4446,20,,,300,2,1
9318,4497,3,,,,,1
9319,3143,12,,,,,1
9319,3663,920,,,,,1
9319,3714,6,,,400,1,1
9319,3798,6,,,,,1
9319,3820,162,,,,,1
9319,4446,6,,,400,2,1
9319,4497,6,,,,,1
9320,3663,1840,3751,,,,1
9320,3716,260,,,,,1
9320,3798,6,3456,,,,1
9320,4232,180,,,,,1
9320,4497,10,,,,,1
9320,4500,15,,,,,1
9320,4949,1440,,,,,1
9321,268,250,1,,904,1,1
9321,3663,1840,3751,,,,1
9321,3716,260,,,,,1
9321,3798,6,3456,,,,1
9321,4239,180,,,700,1,1
9321,4497,10,,,,,1
9321,4500,15,,,,,1
9321,4949,1440,,,,,1
9322,2721,158,,,,,1
9322,3663,1840,3751,,,,1
9322,3716,260,,,,,1
9322,3798,6,3456,,,,1
9322,4232,180,,,,,1
9322,4497,10,,,,,1
9322,4500,15,,,,,1
9322,4949,1440,,,,,1
9322,8199,36,302,,700,1,1
9323,3636,400,,,,,1
9323,4021,400,,,,,1
9323,4232,39,,,700,1,1
9323,4446,10,,,300,1,1
9324,1561,57,103,,,,1
9324,1986,28,305,,,,1
9324,3802,350,3775,,,,1
9324,4446,40,,,300,4,1
9324,4497,2,,,,,1
9325,3143,20,,,,,1
9325,3414,20,,,,,1
9325,3626,128,,,,,1
9325,3767,450,,,,,1
9325,3820,117,,,,,1
9325,4446,30,,,300,3,1
9325,4497,6,,,,,1
9325,4500,5,,,,,1
9326,3143,20,,,,,1
9326,3414,20,,,,,1
9326,3767,450,,,,,1
9326,4446,30,,,300,3,1
9326,4497,2,,,,,1
9326,4500,5,,,,,1
9327,3143,20,,,,,1
9327,3414,20,,,,,1
9327,3774,450,,,,,1
9327,4446,30,,,300,3,1
9327,4497,2,,,,,1
9327,4500,5,,,,,1
9328,3414,15,,,,,1
9328,3793,400,,,,,1
9328,3825,10,,,,,1
9328,4446,20,,,300,2,1
9328,4497,2,,,,,1
9328,4500,5,,,,,1
9329,3414,15,,,,,1
9329,3792,400,,,,,1
9329,3820,117,,,,,1
9329,3825,10,,,,,1
9329,4446,20,,,300,2,1
9329,4497,2,,,,,1
9329,4500,5,,,,,1
9331,446,200,,,700,1,1
9331,3414,50,,,,,1
9331,3626,64,,,,,1
9331,3663,480,,,,,1
9331,3793,246,,,,,1
9331,3807,66,,,,,1
9331,3820,120,,,,,1
9331,4281,100,,,,,1
9331,4443,100,,,,,1
9331,4497,6,,,,,1
9332,3143,10,270,,,,1
9332,3716,25,,,,,1
9332,3767,400,3774,,,,1
9332,3820,117,3456,,,,1
9332,4446,30,,,300,3,1
9332,4497,3,,,,,1
9332,4949,100,,,,,1
9333,3143,10,270,,,,1
9333,3716,25,,,,,1
9333,3774,400,3774,,,,1
9333,3820,117,3456,,,,1
9333,4446,30,,,300,3,1
9333,4497,3,,,,,1
9333,4949,100,,,,,1
9334,1561,171,101,,,,1
9334,1910,36,,,,,1
9334,3626,128,3468,,,,1
9334,3767,790,3776,,,,1
9334,3825,20,3001,,,,1
9334,4388,30,,,700,1,1
9334,4497,5,,,400,1,1
9335,2721,180,,,,,1
9335,3143,30,270,,,,1
9335,3663,460,3751,,,,1
9335,3716,50,,,,,1
9335,3767,790,3776,,,,1
9335,3798,6,3460,,,,1
9335,3823,40,3006,,,,1
9335,4446,20,,,300,2,1
9335,4497,8,,,,,1
9335,4500,5,,,,,1
9336,3812,314,3780,,,,1
9336,4449,25,,10,,1,1
9337,3716,50,,,,,1
9337,3798,3,3456,,,,1
9337,4024,500,3788,,,,1
9337,4237,26,,,,,1
9337,4497,3,,,,,1
9337,4500,3,,,,,1
9337,4949,200,,,,,1
9338,2730,240,432,,,,1
9338,3820,117,3456,,,,1
9338,3823,20,3006,,,,1
9338,3837,440,3776,,,,1
9338,4446,30,,,300,3,1
9338,4497,5,,,,,1
9338,4949,100,,,,,1
9338,8504,200,754,,700,1,1
9339,2721,240,,,,,1
9339,3716,50,,,,,1
9339,3798,6,3456,,,,1
9339,3820,117,3456,,,,1
9339,3837,440,3776,,,,1
9339,4446,30,,,300,3,1
9339,4497,5,,,,,1
9339,4949,100,,,,,1
9339,8504,200,754,,700,1,1
9340,926,200,856,,,,1
9340,2722,240,,,,,1
9340,3716,50,,,,,1
9340,3798,6,3456,,,,1
9340,3820,117,3456,,,,1
9340,3837,440,3776,,,,1
9340,4446,30,,,300,3,1
9340,4497,6,,,,,1
9340,4949,100,,,,,1
9341,3414,65,,,,,1
9341,3716,100,,,,,1
9341,3794,560,3780,,,,1
9341,3820,360,3460,,,,1
9341,3823,10,3006,,,,1
9341,3837,110,3780,,,,1
9341,4446,84,,8,,1,1
9341,4497,5,,,,,1
9341,4500,15,,,,,1
9341,4949,100,,,,,1
9342,3636,240,,,,,1
9342,3964,250,3784,,,,1
9342,4446,10,,,300,1,1
9343,3716,25,,,,,1
9343,3820,117,3460,,,,1
9343,3848,500,3776,,,,1
9343,4446,30,,,300,3,1
9343,4497,3,,,,,1
9343,4949,100,,,,,1
9344,3820,50,3460,,,,1
9344,3848,500,3776,,,,1
9344,4446,8,,2,,1,1
9344,4497,3,,,,,1
9345,3663,320,3751,,,,1
9345,3716,100,,,,,1
9345,3794,277,3776,,,,1
9345,3798,12,3456,,,,1
9345,3820,658,3456,,,,1
9345,3823,20,3006,,,,1
9345,3837,220,3776,,,,1
9345,3849,550,3776,,,,1
9345,4446,60,,,300,6,1
9345,4497,9,,,,,1
9346,1561,57,103,,,,1
9346,1910,30,306,,,,1
9346,3849,500,3780,,,,1
9346,4446,70,,13,,1,1
9346,4497,3,,,,,1
9347,3798,3,3451,,,,1
9347,3849,500,3771,,,,1
9347,4446,4,,1,,1,1
9347,4497,2,,,,,1
9348,2721,160,,,,,1
9348,3663,320,3751,,,,1
9348,3716,50,,,,,1
9348,3820,110,3456,,,,1
9348,3823,10,3001,,,,1
9348,3850,700,3776,,,,1
9348,4446,30,,,300,3,1
9348,4497,8,,,,,1
9348,4949,100,,,,,1
9348,8504,150,750,,700,1,1
9349,3612,180,3776,,,,1
9349,3626,124,3456,,,,1
9349,3776,113,3776,,,,1
9349,3820,117,3456,,,,1
9349,3837,108,3776,,,,1
9349,3849,276,3776,,,,1
9349,4446,20,,,300,2,1
9349,4497,5,,,,,1
9350,3626,124,3456,,,,1
9350,3663,160,3751,,,,1
9350,3820,117,3456,,,,1
9350,3849,276,3776,,,,1
9350,4446,20,,,300,2,1
9350,4497,3,,,,,1
9351,3626,124,3456,,,,1
9351,3663,160,3751,,,,1
9351,3794,250,3780,,,,1
9351,3837,108,3776,,,,1
9351,3849,276,3776,,,,1
9351,4446,20,,,300,2,1
9351,4497,5,,,,,1
9352,3626,192,3456,,,,1
9352,3963,200,,,,,1
9352,4024,200,,,,,1
9352,4446,20,,,300,2,1
9352,4497,3,,,,,1
9353,3626,124,3456,,,,1
9353,3776,113,3776,,,,1
9353,3820,117,3456,,,,1
9353,3837,110,3776,,,,1
9353,3849,276,3776,,,,1
9353,4446,40,,,300,4,1
9353,4497,8,,,,,1
9354,1561,171,101,,,,1
9354,1910,60,301,,,,1
9354,1986,50,305,,,,1
9354,3778,200,3001,,,,1
9354,3825,20,3001,,,,1
9354,3901,800,3771,,,,1
9354,4446,50,,,300,5,1
9354,4497,7,,,,,1
9355,1561,85,103,,,,1
9355,1910,50,301,,,,1
9355,1986,150,,,,,1
9355,3953,400,3780,,,,1
9355,4446,71,,13,,1,1
9356,2730,90,432,,,,1
9356,3663,320,3751,,,,1
9356,3716,50,,,,,1
9356,3820,480,480,,,,1
9356,4446,40,,,300,4,1
9356,4497,5,,,,,1
9356,4949,180,,,,,1
9357,2730,90,432,,,,1
9357,3716,100,,,,,1
9357,3820,480,3456,,,,1
9357,3823,5,3006,,,,1
9357,4446,40,,,300,4,1
9357,4497,5,,,,,1
9357,4949,180,,,,,1
9357,8504,250,754,,700,1,1
9358,3716,25,,,,,1
9358,3798,12,3456,,,,1
9358,3823,60,3006,,,,1
9358,4279,500,3776,,,,1
9358,4446,30,,,300,3,1
9358,4497,3,,,,,1
9358,4949,400,,,,,1
9359,1549,12,,,300,1,1
9359,1605,70,,,,,1
9359,3626,50,3456,,,,1
9359,3663,40,3751,,,,1
9359,3716,25,,,,,1
9359,3778,50,3006,,,,1
9359,3798,10,3456,,,,1
9359,3802,75,3006,,,,1
9359,3820,50,3456,,,,1
9359,4446,20,,,300,2,1
9359,4949,1000,,,,,1
9359,8823,15,384,,700,1,1
9360,1549,12,,,,,1
9360,1605,70,,,,,1
9360,3626,50,3456,,,,1
9360,3663,40,3751,,,,1
9360,3716,25,,,,,1
9360,3778,50,3006,,,,1
9360,3798,10,3456,,,,1
9360,3802,75,3006,,,,1
9360,3820,50,3456,,,,1
9360,4443,20,,,300,2,1
9360,4949,1000,,,,,1
9360,8823,15,384,,700,1,1
9361,268,375,2151,,604,1.5,1
9361,3660,248,,,103,2,1
9361,3798,9,3460,,1205,3,1
9361,4388,14,,,300,1,1
9361,4497,3,,,,,1
9362,15,10,2152,,300,1,1
9362,1561,57,101,,103,1,1
9362,1579,19,,,100,1,1
9362,1910,300,301,,,,1
9362,4388,150,,,700,1,1
9362,4497,2.5,,,400,0.5,1
9363,271,250,2152,,904,1,1
9363,1561,114,101,,103,2,1
9363,1910,15,301,,302,0.5,1
9363,4497,2.5,,,400,0.5,1
9363,8606,42,1,,100,2,1
9364,3820,700,3460,,700,1,1
9364,4273,14,,,300,1,1
9364,4388,100,,,901,0.5,1
9364,4446,20,,,300,2,1
9364,4497,5,,,400,1,1
9364,4544,5,,,400,1,1
9364,9362,540,,,,,1
9364,9363,420,,,,,1
9365,3812,500,3785,,700,1,1
9365,3983,6,,,1211,2,1
